MODEL_CODE,MODEL_MARKETING_NAME,PRODUCT_LINE,PRODUCT_LINE_DESCRIPTION,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,MODEL_YEAR,MODEL_COLOR_NAME,STATE_COMPLIANCE,VISIBILITY_INDICATOR,VISIBILITY_DATE,VISIBILITY_TIME
VX200TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VX200TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VX200TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VX200TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/11/2002 00:00:00,0
VX200TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/11/2002 00:00:00,0
VX225TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VX225TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VX225TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VX225TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VX225TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VX225TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VX225TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VX225TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/11/2002 00:00:00,0
VX225TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/11/2002 00:00:00,0
VX250TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VX250TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VX250TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VX250TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
YW50SS,ZUMA,1610,Scooter,,,2004,NONE,,X,03/01/2004 00:00:00,0
YXP1000ASL,PRO HAULER 1000,1750,Side x Side,Utility Side x Side,,2004,NONE,,X,09/04/2003 00:00:00,0
YXP700ASL,PRO HAULER 700,1750,Side x Side,Utility Side x Side,,2004,NONE,,X,09/04/2003 00:00:00,0
YXR66FAHS,RHINO 660,1750,Side x Side,Utility Side x Side,,2004,NONE,,X,03/01/2004 00:00:00,0
YXR66FASGR,RHINO 660,1750,Side x Side,Utility Side x Side,,2004,NONE,,X,03/01/2004 00:00:00,0
YZ125M-SK,NONE,1150,Kart Engine,Kart Engine,,2000,NONE,,X,10/01/1999 00:00:00,0
YZ125M1,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2000,NONE,,X,11/01/1999 00:00:00,0
YZ125N-SK,NONE,1150,Kart Engine,Kart Engine,,2001,NONE,,X,06/16/2000 00:00:00,0
YZ125N1,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2001,NONE,,X,06/06/2000 00:00:00,0
YZ125P,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2002,NONE,,X,06/12/2001 00:00:00,0
YZ125P-SK,NONE,1150,Kart Engine,Kart Engine,,2002,NONE,,X,09/11/2001 00:00:00,0
YZ125R,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/14/2002 00:00:00,0
YZ125R-SK,NONE,1150,Kart Engine,Kart Engine,,2003,NONE,,X,02/28/2003 00:00:00,0
YZ125R1,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/20/2002 00:00:00,0
YZ125S1,YZ125,1110,Motorcycle,Off-Road Motorcycle,Motocross,2004,NONE,,X,03/01/2004 00:00:00,0
YZ250FN,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2001,NONE,,X,06/06/2000 00:00:00,0
YZ250FN-SK,NONE,1150,Kart Engine,Kart Engine,,2001,NONE,,X,12/05/2000 00:00:00,0
YZ250FP,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2002,NONE,,X,06/12/2001 00:00:00,0
YZ250FP-SK,NONE,1150,Kart Engine,Kart Engine,,2002,NONE,,X,09/11/2001 00:00:00,0
YZ250FR,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/14/2002 00:00:00,0
YZ250FR-SK,NONE,1150,Kart Engine,Kart Engine,,2003,NONE,,X,03/05/2003 00:00:00,0
YZ250FS,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2004,NONE,,X,07/31/2003 00:00:00,0
YZ250M-SK,NONE,1150,Kart Engine,Kart Engine,,2000,NONE,,X,10/01/1999 00:00:00,0
YZ250M1,YZ250,1110,Motorcycle,Off-Road Motorcycle,Motocross,2000,NONE,,X,11/01/1999 00:00:00,0
YZ250N1,YZ250,1110,Motorcycle,Off-Road Motorcycle,Motocross,2001,NONE,,X,06/06/2000 00:00:00,0
YZ250P,YZ250,1110,Motorcycle,Off-Road Motorcycle,Motocross,2002,NONE,,X,06/12/2001 00:00:00,0
YZ250R,YZ250,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/14/2002 00:00:00,0
YZ250S1,YZ250,1110,Motorcycle,Off-Road Motorcycle,Motocross,2004,NONE,,X,03/01/2004 00:00:00,0
VX250TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VX500D,VMAX 500,1210,Snowmobile,Trail,,2000,NONE,,X,12/18/1999 00:00:00,0
VX500DXD,VMAX 500 DELUXE,1210,Snowmobile,Trail,,2000,NONE,,X,12/18/1999 00:00:00,0
VX500DXF,VMAX 500 DELUXE,1210,Snowmobile,Trail,,2001,NONE,,X,04/01/2003 00:00:00,0
VX600DXD,VMAX 600 DELUXE,1210,Snowmobile,Trail,,2000,NONE,,X,12/18/1999 00:00:00,0
VX600DXF,VMAX 600 DELUXE,1210,Snowmobile,Trail,,2001,NONE,,X,04/01/2003 00:00:00,0
VX600ERG,VMAX 600 ER,1210,Snowmobile,Trail,,2002,NONE,,X,04/01/2003 00:00:00,0
VX600ERH,VMAX 600 ER,1210,Snowmobile,Trail,,2003,NONE,,X,04/01/2003 00:00:00,0
VX700D,VMAX 700,1210,Snowmobile,Trail,,2000,NONE,,X,12/18/1999 00:00:00,0
VX700DXD,VMAX 700 DELUXE,1210,Snowmobile,Trail,,2000,NONE,,X,12/18/1999 00:00:00,0
VX700DXF,VMAX 700 DELUXE,1210,Snowmobile,Trail,,2001,NONE,,X,04/01/2003 00:00:00,0
VX700ERG,VMAX 700 ER,1210,Snowmobile,Trail,,2002,NONE,,X,04/01/2003 00:00:00,0
VZ150TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ150TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ150TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ150TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ150TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ150TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ150TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ150TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ150TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VZ150TLRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
VZ150TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/10/2002 00:00:00,0
VZ150TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/10/2002 00:00:00,0
VZ175TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ175TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ175TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ175TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ175TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ175TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ175TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ175TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ175TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/10/2002 00:00:00,0
VZ175TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/10/2002 00:00:00,0
VZ200TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ200TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
VZ200TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ200TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
VZ200TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ200TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ200TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ200TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ200TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/11/2002 00:00:00,0
VZ225TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,07/01/2002 00:00:00,0
VZ225TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,07/01/2002 00:00:00,0
VZ225TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ225TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ225TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ225TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ250TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,07/01/2002 00:00:00,0
VZ250TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,07/01/2002 00:00:00,0
VZ250TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ250TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ250TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ250TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ300TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ300TLRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
VZ300TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
VZ300TLRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
YZ426FM,YZ426F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2000,NONE,,X,11/01/1999 00:00:00,0
YZ426FN,YZ426F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2001,NONE,,X,06/06/2000 00:00:00,0
YZ426FP,YZ426F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2002,NONE,,X,06/12/2001 00:00:00,0
YZ450FR,YZ450F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/14/2002 00:00:00,0
YZ450FS,YZ450F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2004,NONE,,X,07/31/2003 00:00:00,0
YZ80M-SK,NONE,1150,Kart Engine,Kart Engine,,2000,NONE,,X,01/04/2001 00:00:00,0
YZ80M1,YZ80,1110,Motorcycle,Off-Road Motorcycle,Motocross,2000,NONE,,X,06/05/1999 00:00:00,0
YZ80N1,YZ80,1110,Motorcycle,Off-Road Motorcycle,Motocross,2001,NONE,,X,06/06/2000 00:00:00,0
YZ85P,YZ85,1110,Motorcycle,Off-Road Motorcycle,Motocross,2002,NONE,,X,07/01/2002 00:00:00,0
YZ85P-SK,NONE,1150,Kart Engine,Kart Engine,,2002,NONE,,X,02/19/2004 00:00:00,0
YZ85R,YZ85,1110,Motorcycle,Off-Road Motorcycle,Motocross,2003,NONE,,X,06/14/2002 00:00:00,0
YZ85R-SK,NONE,1150,Kart Engine,Kart Engine,,2003,NONE,,X,02/19/2004 00:00:00,0
YZF600RM-B,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,06/05/1999 00:00:00,0
YZF600RM-L,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,06/05/1999 00:00:00,0
YZF600RMCB,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,06/05/1999 00:00:00,0
YZF600RMCL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,06/05/1999 00:00:00,0
YZF600RN-L,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,06/06/2000 00:00:00,0
YZF600RNCB,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,06/06/2000 00:00:00,0
YZF600RNCL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,06/06/2000 00:00:00,0
YZF600RP-B,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,06/12/2001 00:00:00,0
YZF600RP-L,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,06/12/2001 00:00:00,0
YZF600RPCB,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,06/12/2001 00:00:00,0
YZF600RPCL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,06/12/2001 00:00:00,0
YZF600RR-L,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,06/14/2002 00:00:00,0
YZF600RR-S,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,06/14/2002 00:00:00,0
YZF600RRCL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,06/14/2002 00:00:00,0
YZF600RRCS,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,06/14/2002 00:00:00,0
YZF600RSCL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZF600RSCS,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZF600RSL,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZF600RSS,YZF600R,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
XC125M-R,RIVA 125,1610,Scooter,,,2000,NONE,,X,06/02/1999 00:00:00,0
XC125M-W,RIVA 125,1610,Scooter,,,2000,NONE,,X,06/02/1999 00:00:00,0
XC125N1-R,RIVA 125,1610,Scooter,,,2001,NONE,,X,06/06/2000 00:00:00,0
XC125N1-W,RIVA 125,1610,Scooter,,,2001,NONE,,X,06/06/2000 00:00:00,0
YZFR1M-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,11/01/1999 00:00:00,0
YZFR1M-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,11/01/1999 00:00:00,0
YZFR1MC-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,11/01/1999 00:00:00,0
YZFR1MC-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,11/01/1999 00:00:00,0
YZFR1N-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1N-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1NC-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1NC-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1NCA-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,08/16/2001 00:00:00,0
YZFR1NCA-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,08/16/2001 00:00:00,0
YZFR1P-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1P-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1P-S,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1PC-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1PC-R,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1PC-S,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR1R-B,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1R-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1R-S,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1RC-B,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1RC-L,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1RC-S,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR1SCL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR1SCR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR1SCS,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR1SL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR1SN,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1SNC,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR1SR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR1SS,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6M-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,09/21/1999 00:00:00,0
YZFR6M-W,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,09/21/1999 00:00:00,0
YZFR6MC-W,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2000,NONE,,X,09/21/1999 00:00:00,0
YZFR6N-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR6N-R,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR6NC-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR6NC-R,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR6NCA-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,08/16/2001 00:00:00,0
YZFR6NCA-R,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,08/16/2001 00:00:00,0
YZFR6P-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR6P-R,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR6PC-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR6PC-R,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2002,NONE,,X,09/19/2001 00:00:00,0
YZFR6R-B,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6R-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6R-S,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6RC-B,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6RC-L,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6RC-S,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2003,NONE,,X,10/16/2002 00:00:00,0
YZFR6SCL,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6SCR,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6SCS,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6SL,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6SNC,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2001,NONE,,X,09/18/2000 00:00:00,0
YZFR6SR,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
YZFR6SS,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2004,NONE,,X,03/01/2004 00:00:00,0
Z150TLRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
Z150TLRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,04/17/2002 00:00:00,0
Z150TLRY,NONE,1810,OUTBOARD MOTORS,,,2000,NONE,,,04/03/2001 00:00:00,0
Z150TLRZ,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2001,NONE,,,10/10/2002 00:00:00,0
Z150TXRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
Z150TXRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
Z150TXRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
Z150TXRB,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2003,NONE,,,08/06/2002 00:00:00,0
Z150TXRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
Z150TXRC,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2004,NONE,,,07/01/2003 00:00:00,0
Z150TXRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
Z150TXRD,NONE,1810,OUTBOARD MOTORS,,,2005,NONE,,,07/01/2004 00:00:00,0
Z150TXRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
Z150TXRY,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2000,NONE,,,04/03/2001 00:00:00,0
Z175TXRA,NONE,1810,OUTBOARD MOTORS,INDUSTRY STANDARDS,150-250 HP,2002,NONE,,,07/01/2001 00:00:00,0
